sample_id	MAGs(HQ&MQ)	uMAGs	kMAGs	studys	country	oral_site
RSZYD18187891	4	1	3	4D_SZ	China	saliva
YS000651	20	2	18	Yunnan	China	saliva
RSZYD18187722	13	3	10	4D_SZ	China	saliva
ERR589457	8	0	8	ZhangX_2015	China	saliva
YS001126	7	1	6	Yunnan	China	saliva
YS001034	4	0	4	Yunnan	China	saliva
RDPYD18089041	25	4	21	4D_SZ	China	tongue
ERR589387	3	1	2	ZhangX_2015	China	saliva
RSZYD18187277	8	0	8	4D_SZ	China	saliva
RSZYD18187770	1	0	1	4D_SZ	China	saliva
RDPYD18300069	4	0	4	4D_SZ	China	saliva
RSZYD18187283	9	1	8	4D_SZ	China	saliva
RDPYD18089338	23	1	22	4D_SZ	China	tongue
RSZYD18187567	29	2	27	4D_SZ	China	saliva
RSZYD18187279	5	1	4	4D_SZ	China	saliva
ERR589674	25	3	22	ZhangX_2015	China	saliva
YS000436	5	1	4	Yunnan	China	saliva
RDPYD18088934	29	5	24	4D_SZ	China	tongue
RDPYD18089347	32	7	25	4D_SZ	China	tongue
RDPYD18300108	15	2	13	4D_SZ	China	saliva
RDPYD18300066	14	1	13	4D_SZ	China	saliva
RSZYD18187943	6	0	6	4D_SZ	China	saliva
YS000985	12	3	9	Yunnan	China	saliva
RDPYD18088942	33	3	30	4D_SZ	China	tongue
SRS475708	4	1	3	IlanaB_2019	Fiji	saliva
SRR8114092	8	0	8	Heintz_2016	Luxembourg	saliva
RDPYD18089314	22	3	19	4D_SZ	China	tongue
YS000918	23	5	18	Yunnan	China	saliva
YS000261	9	2	7	Yunnan	China	saliva
RSZYD18078471	11	1	10	4D_SZ	China	saliva
RDPYD18189982	8	2	6	4D_SZ	China	saliva
RDPYD18190854	28	5	23	4D_SZ	China	tongue
ERR589673	32	6	26	ZhangX_2015	China	saliva
RSZYD18078079	12	1	11	4D_SZ	China	saliva
RSZYD18187196	12	2	10	4D_SZ	China	saliva
RDPYD18089325	24	2	22	4D_SZ	China	tongue
RDPYD18189914	19	0	19	4D_SZ	China	saliva
YS000132	11	4	7	Yunnan	China	saliva
YS000063	9	2	7	Yunnan	China	saliva
SRR6748148	6	1	5	GoltsmanDSA_2018	USA	saliva
RDPYD18300117	3	1	2	4D_SZ	China	saliva
RSZYD18078592	7	3	4	4D_SZ	China	saliva
YS000302	10	1	9	Yunnan	China	saliva
RSZYD18078446	17	1	16	4D_SZ	China	saliva
RDPYD18300087	2	0	2	4D_SZ	China	saliva
YS000735	1	1	0	Yunnan	China	saliva
ERR2764994	3	0	3	ZellerG_2014	France	saliva
RSZYD18078666	12	1	11	4D_SZ	China	saliva
RSZYD18078429	7	1	6	4D_SZ	China	saliva
YS000694	6	0	6	Yunnan	China	saliva
RDPYD18189832	7	0	7	4D_SZ	China	saliva
ERR589700	5	2	3	ZhangX_2015	China	saliva
YS000890	13	3	10	Yunnan	China	saliva
RDPYD18088835	7	1	6	4D_SZ	China	saliva
ERR589483	16	1	15	ZhangX_2015	China	dental
RSZYD18187224	13	2	11	4D_SZ	China	saliva
RSZYD18187684	7	1	6	4D_SZ	China	saliva
RSZYD18078227	14	0	14	4D_SZ	China	saliva
ERR589715	22	2	20	ZhangX_2015	China	saliva
RDPYD18088815	17	1	16	4D_SZ	China	saliva
ERR589725	23	2	21	ZhangX_2015	China	saliva
YS000758	14	1	13	Yunnan	China	saliva
RDPYD18190864	24	0	24	4D_SZ	China	tongue
RSZYD18187295	24	2	22	4D_SZ	China	saliva
RSZYD18187488	16	2	14	4D_SZ	China	saliva
RDPYD18088839	18	4	14	4D_SZ	China	saliva
RSZYD18187833	13	1	12	4D_SZ	China	saliva
YS000529	1	0	1	Yunnan	China	saliva
RSZYD18078459	19	1	18	4D_SZ	China	saliva
RSZYD18187185	9	0	9	4D_SZ	China	saliva
ERR589704	17	0	17	ZhangX_2015	China	saliva
RSZYD18187472	30	4	26	4D_SZ	China	saliva
ERR2764925	7	2	5	ZellerG_2014	France	saliva
RDPYD18088970	14	1	13	4D_SZ	China	saliva
RDPYD18300079	1	0	1	4D_SZ	China	saliva
YS000884	1	1	0	Yunnan	China	saliva
RDPYD18089278	27	5	22	4D_SZ	China	tongue
RSZYD18078647	14	3	11	4D_SZ	China	saliva
RSZYD18187505	7	0	7	4D_SZ	China	saliva
RSZYD18078621	4	0	4	4D_SZ	China	saliva
ERR2764934	3	0	3	ZellerG_2014	France	saliva
RSZYD18078305	16	1	15	4D_SZ	China	saliva
RSZYD18187269	6	0	6	4D_SZ	China	saliva
RDPYD18088787	23	0	23	4D_SZ	China	saliva
RSZYD18078430	16	2	14	4D_SZ	China	saliva
RSZYD18078472	8	0	8	4D_SZ	China	saliva
RSZYD18078089	10	3	7	4D_SZ	China	saliva
RSZYD18078652	10	0	10	4D_SZ	China	saliva
YS000145	6	2	4	Yunnan	China	saliva
RDPYD18300306	13	1	12	4D_SZ	China	saliva
RSZYD18187226	9	0	9	4D_SZ	China	saliva
RSZYD18078581	15	1	14	4D_SZ	China	saliva
YS000512	5	1	4	Yunnan	China	saliva
YS000877	6	0	6	Yunnan	China	saliva
RSZYD18187932	25	2	23	4D_SZ	China	saliva
RDPYD18089319	15	2	13	4D_SZ	China	tongue
RSZYD18078431	2	0	2	4D_SZ	China	saliva
ERR589703	14	0	14	ZhangX_2015	China	saliva
RDPYD18300399	24	7	17	4D_SZ	China	saliva
RDPYD18300091	29	6	23	4D_SZ	China	saliva
RSZYD18187473	7	0	7	4D_SZ	China	saliva
RDPYD18300246	28	7	21	4D_SZ	China	saliva
YS000948	9	1	8	Yunnan	China	saliva
ERR589692	16	2	14	ZhangX_2015	China	saliva
RSZYD18187492	27	6	21	4D_SZ	China	saliva
RSZYD18187894	6	1	5	4D_SZ	China	saliva
SRR8114032	2	1	1	Heintz_2016	Luxembourg	saliva
RDPYD18300101	29	4	25	4D_SZ	China	saliva
YS000213	13	3	10	Yunnan	China	saliva
RDPYD18089244	39	9	30	4D_SZ	China	tongue
RDPYD18300174	14	2	12	4D_SZ	China	saliva
RDPYD18300006	22	1	21	4D_SZ	China	saliva
RSZYD18187584	34	5	29	4D_SZ	China	saliva
RDPYD18088851	13	1	12	4D_SZ	China	saliva
ERR2764941	3	0	3	ZellerG_2014	France	saliva
RDPYD18088955	19	4	15	4D_SZ	China	saliva
YS000001	18	1	17	Yunnan	China	saliva
YS000332	1	0	1	Yunnan	China	saliva
RSZYD18187559	6	1	5	4D_SZ	China	saliva
RSZYD18187311	15	2	13	4D_SZ	China	saliva
RSZYD18078796	22	5	17	4D_SZ	China	saliva
RDPYD18088903	25	5	20	4D_SZ	China	tongue
RSZYD18078011	20	2	18	4D_SZ	China	saliva
RSZYD18187908	12	1	11	4D_SZ	China	saliva
RSZYD18187382	13	3	10	4D_SZ	China	saliva
RSZYD18187896	18	1	17	4D_SZ	China	saliva
RSZYD18187826	4	0	4	4D_SZ	China	saliva
RSZYD18187160	7	2	5	4D_SZ	China	saliva
ERR2764912	3	0	3	ZellerG_2014	France	saliva
RDPYD18088931	37	4	33	4D_SZ	China	tongue
ERR2765005	6	0	6	ZellerG_2014	France	saliva
RDPYD18300033	27	3	24	4D_SZ	China	saliva
RSZYD18187191	18	4	14	4D_SZ	China	saliva
RDPYD18079666	22	1	21	4D_SZ	China	tongue
RSZYD18187982	48	1	47	4D_SZ	China	saliva
ERR589713	3	1	2	ZhangX_2015	China	saliva
RSZYD18187965	13	2	11	4D_SZ	China	saliva
YS000403	7	0	7	Yunnan	China	saliva
RSZYD18187347	6	1	5	4D_SZ	China	saliva
RSZYD18187893	7	1	6	4D_SZ	China	saliva
RSZYD18078108	20	4	16	4D_SZ	China	saliva
RDPYD18300193	17	3	14	4D_SZ	China	saliva
ERR589486	18	0	18	ZhangX_2015	China	saliva
YS000044	10	2	8	Yunnan	China	saliva
ERR2764911	3	0	3	ZellerG_2014	France	saliva
YS001100	7	2	5	Yunnan	China	saliva
SRR8114051	14	0	14	Heintz_2016	Luxembourg	saliva
RSZYD18078265	4	1	3	4D_SZ	China	saliva
SRS476260	5	2	3	IlanaB_2019	Fiji	saliva
YS000279	20	5	15	Yunnan	China	saliva
YS000939	15	2	13	Yunnan	China	saliva
RSZYD18078678	3	1	2	4D_SZ	China	saliva
RDPYD18300183	21	5	16	4D_SZ	China	saliva
RSZYD18187591	16	2	14	4D_SZ	China	saliva
RSZYD18187724	5	1	4	4D_SZ	China	saliva
RDPYD18300319	33	4	29	4D_SZ	China	saliva
RSZYD18078345	11	3	8	4D_SZ	China	saliva
RDPYD18089277	9	2	7	4D_SZ	China	tongue
RSZYD18078423	6	0	6	4D_SZ	China	saliva
RDPYD18088859	32	6	26	4D_SZ	China	saliva
RDPYD18079688	23	3	20	4D_SZ	China	tongue
RDPYD18088843	8	2	6	4D_SZ	China	saliva
YS000137	6	0	6	Yunnan	China	saliva
RSZYD18187001	16	0	16	4D_SZ	China	saliva
RDPYD18189910	28	3	25	4D_SZ	China	saliva
ERR589498	27	3	24	ZhangX_2015	China	dental
RDPYD18088799	19	2	17	4D_SZ	China	saliva
RSZYD18187439	22	2	20	4D_SZ	China	saliva
ERR589667	22	1	21	ZhangX_2015	China	saliva
RDPYD18300025	7	0	7	4D_SZ	China	saliva
SRS476027	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18187860	27	2	25	4D_SZ	China	saliva
RDPYD18300112	27	5	22	4D_SZ	China	saliva
SRS476137	1	0	1	IlanaB_2019	Fiji	saliva
RDPYD18300359	16	1	15	4D_SZ	China	saliva
RDPYD18300099	1	0	1	4D_SZ	China	saliva
YS000468	5	2	3	Yunnan	China	saliva
RDPYD18189813	2	1	1	4D_SZ	China	saliva
ERR589597	36	7	29	ZhangX_2015	China	dental
YS000012	16	2	14	Yunnan	China	saliva
RDPYD18300208	25	2	23	4D_SZ	China	saliva
YS000630	10	0	10	Yunnan	China	saliva
RSZYD18187057	14	4	10	4D_SZ	China	saliva
RSZYD18187423	21	1	20	4D_SZ	China	saliva
RSZYD18187411	5	1	4	4D_SZ	China	saliva
ERR2764905	4	1	3	ZellerG_2014	France	saliva
RSZYD18187649	5	1	4	4D_SZ	China	saliva
YS000609	13	1	12	Yunnan	China	saliva
ERR589701	25	6	19	ZhangX_2015	China	saliva
RDPYD18093605	21	1	20	4D_SZ	China	saliva
RSZYD18187408	7	0	7	4D_SZ	China	saliva
YS000445	14	3	11	Yunnan	China	saliva
RDPYD18088867	28	5	23	4D_SZ	China	tongue
RSZYD18078249	23	2	21	4D_SZ	China	saliva
RSZYD18187696	8	2	6	4D_SZ	China	saliva
RSZYD18187383	3	0	3	4D_SZ	China	saliva
RSZYD18187647	4	0	4	4D_SZ	China	saliva
ERR2764951	5	1	4	ZellerG_2014	France	saliva
RDPYD18300344	6	0	6	4D_SZ	China	saliva
RSZYD18187427	22	4	18	4D_SZ	China	saliva
YS000897	17	1	16	Yunnan	China	saliva
RSZYD18187429	10	1	9	4D_SZ	China	saliva
RSZYD18078497	11	1	10	4D_SZ	China	saliva
RSZYD18078620	9	3	6	4D_SZ	China	saliva
RSZYD18078524	5	0	5	4D_SZ	China	saliva
ERR2764832	1	1	0	ZellerG_2014	Germany	saliva
RDPYD18088914	34	6	28	4D_SZ	China	tongue
RSZYD18187829	5	0	5	4D_SZ	China	saliva
RSZYD18078715	10	1	9	4D_SZ	China	saliva
YS000375	9	0	9	Yunnan	China	saliva
RSZYD18187580	8	1	7	4D_SZ	China	saliva
ERR2764999	11	1	10	ZellerG_2014	France	saliva
YS000932	20	4	16	Yunnan	China	saliva
RSZYD18187082	9	1	8	4D_SZ	China	saliva
RDPYD18300082	4	0	4	4D_SZ	China	saliva
RSZYD18187703	16	3	13	4D_SZ	China	saliva
ERR2764804	12	3	9	ZellerG_2014	Germany	saliva
YS000389	17	3	14	Yunnan	China	saliva
RSZYD18187707	24	3	21	4D_SZ	China	saliva
RSZYD18078233	14	1	13	4D_SZ	China	saliva
ERR589347	30	8	22	ZhangX_2015	China	dental
RSZYD18078042	28	5	23	4D_SZ	China	saliva
RSZYD18187679	6	0	6	4D_SZ	China	saliva
RSZYD18187807	4	1	3	4D_SZ	China	saliva
RSZYD18187654	12	1	11	4D_SZ	China	saliva
RSZYD18078752	10	1	9	4D_SZ	China	saliva
RSZYD18078743	12	2	10	4D_SZ	China	saliva
YS000882	17	3	14	Yunnan	China	saliva
RDPYD18300292	5	1	4	4D_SZ	China	saliva
SRR8114011	3	0	3	Heintz_2016	Luxembourg	saliva
SRS475584	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18187977	16	3	13	4D_SZ	China	saliva
RSZYD18078121	10	1	9	4D_SZ	China	saliva
RSZYD18187011	18	2	16	4D_SZ	China	saliva
RSZYD18187400	30	3	27	4D_SZ	China	saliva
RDPYD18300327	22	3	19	4D_SZ	China	saliva
RSZYD18187040	19	2	17	4D_SZ	China	saliva
RDPYD18300062	11	1	10	4D_SZ	China	saliva
RSZYD18187217	34	5	29	4D_SZ	China	saliva
SRR6748141	6	2	4	GoltsmanDSA_2018	USA	saliva
ERR2764869	6	0	6	ZellerG_2014	France	saliva
SRR8114068	6	3	3	Heintz_2016	Luxembourg	saliva
RDPYD18300388	16	1	15	4D_SZ	China	saliva
RSZYD18078410	3	0	3	4D_SZ	China	saliva
RSZYD18078800	12	0	12	4D_SZ	China	saliva
RDPYD18300375	19	1	18	4D_SZ	China	saliva
RDPYD18088935	26	3	23	4D_SZ	China	tongue
RSZYD18078217	33	3	30	4D_SZ	China	saliva
RSZYD18187066	11	2	9	4D_SZ	China	saliva
RDPYD18089356	26	5	21	4D_SZ	China	tongue
RSZYD18187265	3	0	3	4D_SZ	China	saliva
ERR589706	12	2	10	ZhangX_2015	China	saliva
YS000489	4	0	4	Yunnan	China	saliva
YS000666	10	2	8	Yunnan	China	saliva
RSZYD18187664	8	0	8	4D_SZ	China	saliva
SRS475954	2	1	1	IlanaB_2019	Fiji	saliva
YS000171	6	0	6	Yunnan	China	saliva
RSZYD18078448	8	1	7	4D_SZ	China	saliva
ERR589419	10	2	8	ZhangX_2015	China	saliva
RSZYD18187341	15	1	14	4D_SZ	China	saliva
RSZYD18187481	7	1	6	4D_SZ	China	saliva
RSZYD18187792	32	6	26	4D_SZ	China	saliva
ERR2764857	7	0	7	ZellerG_2014	France	saliva
RSZYD18078697	12	0	12	4D_SZ	China	saliva
RDPYD18089307	21	1	20	4D_SZ	China	tongue
RSZYD18187832	7	1	6	4D_SZ	China	saliva
ERR2764961	4	0	4	ZellerG_2014	France	saliva
RSZYD18078701	9	1	8	4D_SZ	China	saliva
RDPYD18300032	17	3	14	4D_SZ	China	saliva
YS000993	5	0	5	Yunnan	China	saliva
RDPYD18075167	8	2	6	4D_SZ	China	saliva
RDPYD18300143	9	1	8	4D_SZ	China	saliva
RSZYD18187599	12	2	10	4D_SZ	China	saliva
RSZYD18078353	23	4	19	4D_SZ	China	saliva
YS000746	9	1	8	Yunnan	China	saliva
RDPYD18088936	36	6	30	4D_SZ	China	tongue
RDPYD18088818	18	3	15	4D_SZ	China	saliva
RSZYD18078607	7	2	5	4D_SZ	China	saliva
RDPYD18300245	7	1	6	4D_SZ	China	saliva
RSZYD18187882	12	2	10	4D_SZ	China	saliva
RSZYD18078680	16	2	14	4D_SZ	China	saliva
RDPYD18300142	8	0	8	4D_SZ	China	saliva
ERR589525	17	2	15	ZhangX_2015	China	saliva
RSZYD18187073	8	2	6	4D_SZ	China	saliva
RSZYD18078737	13	1	12	4D_SZ	China	saliva
ERR2764938	2	1	1	ZellerG_2014	France	saliva
RDPYD18189840	8	2	6	4D_SZ	China	saliva
YS001033	8	0	8	Yunnan	China	saliva
RSZYD18187385	6	1	5	4D_SZ	China	saliva
RSZYD18187816	2	0	2	4D_SZ	China	saliva
RSZYD18078156	5	1	4	4D_SZ	China	saliva
RDPYD18089284	28	2	26	4D_SZ	China	tongue
YS000278	6	1	5	Yunnan	China	saliva
RDPYD18300049	13	2	11	4D_SZ	China	saliva
RSZYD18187338	24	2	22	4D_SZ	China	saliva
RDPYD18300140	21	1	20	4D_SZ	China	saliva
RSZYD18078325	38	4	34	4D_SZ	China	saliva
RDPYD18079670	33	3	30	4D_SZ	China	tongue
RSZYD18187356	11	1	10	4D_SZ	China	saliva
RDPYD18300104	15	3	12	4D_SZ	China	saliva
RDPYD18093613	16	2	14	4D_SZ	China	tongue
RDPYD18088973	15	1	14	4D_SZ	China	saliva
ERR589621	19	1	18	ZhangX_2015	China	dental
YS000486	4	0	4	Yunnan	China	saliva
RSZYD18187052	8	1	7	4D_SZ	China	saliva
RSZYD18187190	5	0	5	4D_SZ	China	saliva
RDPYD18089007	29	3	26	4D_SZ	China	tongue
ERR589383	13	3	10	ZhangX_2015	China	saliva
RSZYD18088560	41	2	39	4D_SZ	China	tongue
RSZYD18078139	11	1	10	4D_SZ	China	saliva
ERR2764968	4	0	4	ZellerG_2014	France	saliva
ERR2764873	2	0	2	ZellerG_2014	France	saliva
RDPYD18089339	35	6	29	4D_SZ	China	tongue
SRS475939	1	1	0	IlanaB_2019	Fiji	saliva
RDPYD18088820	7	2	5	4D_SZ	China	saliva
RDPYD18089029	19	2	17	4D_SZ	China	tongue
RSZYD18187178	5	0	5	4D_SZ	China	saliva
YS000409	4	2	2	Yunnan	China	saliva
ERR2764810	11	1	10	ZellerG_2014	Germany	saliva
RSZYD18078152	16	2	14	4D_SZ	China	saliva
YS000471	9	3	6	Yunnan	China	saliva
RDPYD18300051	5	0	5	4D_SZ	China	saliva
RDPYD18300022	5	1	4	4D_SZ	China	saliva
RDPYD18088943	31	5	26	4D_SZ	China	tongue
RDPYD18088834	7	1	6	4D_SZ	China	saliva
ERR589679	12	0	12	ZhangX_2015	China	saliva
RSZYD18078059	4	0	4	4D_SZ	China	saliva
RSZYD18078086	7	1	6	4D_SZ	China	saliva
RSZYD18187976	10	2	8	4D_SZ	China	saliva
YS000016	5	1	4	Yunnan	China	saliva
RSZYD18078650	13	3	10	4D_SZ	China	saliva
RSZYD18078083	11	1	10	4D_SZ	China	saliva
ERR589623	27	8	19	ZhangX_2015	China	dental
ERR589464	15	1	14	ZhangX_2015	China	saliva
RSZYD18187278	22	0	22	4D_SZ	China	saliva
RSZYD18187077	8	0	8	4D_SZ	China	saliva
YS000600	12	2	10	Yunnan	China	saliva
RSZYD18187867	25	1	24	4D_SZ	China	saliva
RSZYD18078346	13	2	11	4D_SZ	China	saliva
YS000721	16	1	15	Yunnan	China	saliva
ERR589608	35	4	31	ZhangX_2015	China	dental
RSZYD18078182	3	1	2	4D_SZ	China	saliva
YS000674	4	1	3	Yunnan	China	saliva
RDPYD18089024	21	3	18	4D_SZ	China	tongue
YS000941	2	0	2	Yunnan	China	saliva
RSZYD18078518	18	1	17	4D_SZ	China	saliva
RDPYD18300007	9	3	6	4D_SZ	China	saliva
ERR2764855	4	0	4	ZellerG_2014	France	saliva
RDPYD18189939	11	1	10	4D_SZ	China	saliva
YS000051	7	1	6	Yunnan	China	saliva
RSZYD18187359	35	5	30	4D_SZ	China	saliva
RSZYD18187453	8	2	6	4D_SZ	China	saliva
RDPYD18189850	28	3	25	4D_SZ	China	saliva
RSZYD18187440	2	0	2	4D_SZ	China	saliva
RDPYD18089238	33	7	26	4D_SZ	China	tongue
RSZYD18078399	20	0	20	4D_SZ	China	saliva
YS000582	8	3	5	Yunnan	China	saliva
YS000628	1	0	1	Yunnan	China	saliva
RDPYD18088798	11	1	10	4D_SZ	China	saliva
ERR589391	5	0	5	ZhangX_2015	China	saliva
RDPYD18093619	21	2	19	4D_SZ	China	tongue
YS000216	12	3	9	Yunnan	China	saliva
RDPYD18300360	16	3	13	4D_SZ	China	saliva
RSZYD18078587	14	1	13	4D_SZ	China	saliva
ERR2764837	2	0	2	ZellerG_2014	Germany	saliva
RDPYD18300144	2	0	2	4D_SZ	China	saliva
RDPYD18089348	10	2	8	4D_SZ	China	tongue
RDPYD18189997	11	2	9	4D_SZ	China	saliva
ERR589472	47	7	40	ZhangX_2015	China	dental
ERR589468	32	2	30	ZhangX_2015	China	dental
RSZYD18187945	9	0	9	4D_SZ	China	saliva
RSZYD18187094	3	1	2	4D_SZ	China	saliva
RSZYD18078797	7	1	6	4D_SZ	China	saliva
RSZYD18078508	4	0	4	4D_SZ	China	saliva
ERR2764813	13	2	11	ZellerG_2014	Germany	saliva
RSZYD18078040	6	1	5	4D_SZ	China	saliva
RSZYD18093177	2	0	2	4D_SZ	China	tongue
ERR2764979	3	0	3	ZellerG_2014	France	saliva
RSZYD18187656	23	2	21	4D_SZ	China	saliva
RSZYD18078242	13	4	9	4D_SZ	China	saliva
RSZYD18187229	13	1	12	4D_SZ	China	saliva
RDPYD18300154	23	4	19	4D_SZ	China	saliva
YS000559	3	0	3	Yunnan	China	saliva
RDPYD18088968	21	2	19	4D_SZ	China	saliva
ERR2764958	8	0	8	ZellerG_2014	France	saliva
ERR589729	25	4	21	ZhangX_2015	China	saliva
RSZYD18078766	6	0	6	4D_SZ	China	saliva
ERR589614	34	4	30	ZhangX_2015	China	dental
RDPYD18088969	11	1	10	4D_SZ	China	saliva
YS000324	11	2	9	Yunnan	China	saliva
RSZYD18078709	1	0	1	4D_SZ	China	saliva
RDPYD18300304	25	4	21	4D_SZ	China	saliva
RSZYD18187609	18	1	17	4D_SZ	China	saliva
SRR6748228	6	0	6	GoltsmanDSA_2018	USA	saliva
YS000751	2	1	1	Yunnan	China	saliva
RDPYD18089374	23	3	20	4D_SZ	China	tongue
RSZYD18187582	31	4	27	4D_SZ	China	saliva
SRR6748064	1	0	1	GoltsmanDSA_2018	USA	saliva
ERR589466	14	3	11	ZhangX_2015	China	saliva
RDPYD18088954	21	3	18	4D_SZ	China	saliva
RSZYD18187389	27	2	25	4D_SZ	China	saliva
YS000415	4	0	4	Yunnan	China	saliva
RSZYD18187822	7	0	7	4D_SZ	China	saliva
SRR8114086	10	0	10	Heintz_2016	Luxembourg	saliva
RSZYD18078593	17	0	17	4D_SZ	China	saliva
RDPYD18075164	24	3	21	4D_SZ	China	saliva
RSZYD18187781	32	6	26	4D_SZ	China	saliva
YS000443	4	1	3	Yunnan	China	saliva
ERR589641	33	7	26	ZhangX_2015	China	dental
YS000538	13	3	10	Yunnan	China	saliva
RSZYD18187469	18	2	16	4D_SZ	China	saliva
SRS476181	2	1	1	IlanaB_2019	Fiji	saliva
RSZYD18078550	23	3	20	4D_SZ	China	saliva
RSZYD18078463	30	10	20	4D_SZ	China	saliva
RSZYD18078239	13	2	11	4D_SZ	China	saliva
RDPYD18089273	17	2	15	4D_SZ	China	tongue
YS000548	12	2	10	Yunnan	China	saliva
ERR589694	21	6	15	ZhangX_2015	China	saliva
RSZYD18187294	22	6	16	4D_SZ	China	saliva
RSZYD18187245	21	5	16	4D_SZ	China	saliva
YS000356	6	2	4	Yunnan	China	saliva
RSZYD18187259	5	0	5	4D_SZ	China	saliva
RSZYD18078251	13	1	12	4D_SZ	China	saliva
YS000267	17	2	15	Yunnan	China	saliva
RSZYD18187146	34	5	29	4D_SZ	China	saliva
RDPYD18300274	19	2	17	4D_SZ	China	saliva
RDPYD18088778	11	2	9	4D_SZ	China	saliva
YS001069	8	0	8	Yunnan	China	saliva
RSZYD18187496	12	0	12	4D_SZ	China	saliva
SRR6748089	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18078551	14	3	11	4D_SZ	China	saliva
RSZYD18078193	7	0	7	4D_SZ	China	saliva
RDPYD18088949	20	2	18	4D_SZ	China	saliva
ERR2764975	4	0	4	ZellerG_2014	France	saliva
RSZYD18187308	6	0	6	4D_SZ	China	saliva
RDPYD18089226	33	2	31	4D_SZ	China	tongue
RSZYD18187952	27	3	24	4D_SZ	China	saliva
RSZYD18078145	25	2	23	4D_SZ	China	saliva
RSZYD18187784	8	0	8	4D_SZ	China	saliva
RDPYD18300014	18	4	14	4D_SZ	China	saliva
RDPYD18300040	8	2	6	4D_SZ	China	saliva
RSZYD18078610	10	1	9	4D_SZ	China	saliva
YS000441	6	1	5	Yunnan	China	saliva
ERR589691	23	3	20	ZhangX_2015	China	saliva
RSZYD18187410	19	2	17	4D_SZ	China	saliva
RSZYD18187166	11	1	10	4D_SZ	China	saliva
RDPYD18088833	6	1	5	4D_SZ	China	saliva
RSZYD18078301	36	2	34	4D_SZ	China	saliva
RSZYD18078527	33	6	27	4D_SZ	China	saliva
SRR8114066	2	1	1	Heintz_2016	Luxembourg	saliva
SRR6748118	1	0	1	GoltsmanDSA_2018	USA	saliva
RSZYD18187947	10	1	9	4D_SZ	China	saliva
YS000343	1	1	0	Yunnan	China	saliva
ERR2764816	4	1	3	ZellerG_2014	Germany	saliva
RSZYD18078255	14	1	13	4D_SZ	China	saliva
SRR8114070	8	0	8	Heintz_2016	Luxembourg	saliva
ERR589613	24	3	21	ZhangX_2015	China	dental
RSZYD18187173	2	0	2	4D_SZ	China	saliva
ERR589493	16	2	14	ZhangX_2015	China	saliva
ERR589411	9	3	6	ZhangX_2015	China	saliva
RSZYD18187708	5	0	5	4D_SZ	China	saliva
RDPYD18088846	11	3	8	4D_SZ	China	saliva
ERR2765004	6	0	6	ZellerG_2014	France	saliva
RSZYD18187614	19	3	16	4D_SZ	China	saliva
RSZYD18078461	31	3	28	4D_SZ	China	saliva
RSZYD18078205	4	1	3	4D_SZ	China	saliva
ERR2764909	2	0	2	ZellerG_2014	France	saliva
YS000390	4	2	2	Yunnan	China	saliva
RSZYD18187289	32	9	23	4D_SZ	China	saliva
RSZYD18078695	24	4	20	4D_SZ	China	saliva
RSZYD18187550	11	0	11	4D_SZ	China	saliva
RSZYD18187167	10	1	9	4D_SZ	China	saliva
ERR589636	20	4	16	ZhangX_2015	China	dental
YS000037	10	3	7	Yunnan	China	saliva
YS000276	18	4	14	Yunnan	China	saliva
RSZYD18187713	32	3	29	4D_SZ	China	saliva
SRR8114046	4	1	3	Heintz_2016	Luxembourg	saliva
RSZYD18078617	4	1	3	4D_SZ	China	saliva
SRR6748081	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18187621	15	3	12	4D_SZ	China	saliva
YS000210	14	4	10	Yunnan	China	saliva
RDPYD18093622	29	8	21	4D_SZ	China	tongue
RSZYD18187370	10	1	9	4D_SZ	China	saliva
RSZYD18187299	17	2	15	4D_SZ	China	saliva
RSZYD18187853	26	4	22	4D_SZ	China	saliva
RDPYD18300172	4	0	4	4D_SZ	China	saliva
RSZYD18078740	28	2	26	4D_SZ	China	saliva
RSZYD18187789	8	2	6	4D_SZ	China	saliva
RDPYD18189841	12	2	10	4D_SZ	China	saliva
YS000325	13	3	10	Yunnan	China	saliva
RSZYD18187557	12	2	10	4D_SZ	China	saliva
SRR8114091	9	1	8	Heintz_2016	Luxembourg	saliva
RSZYD18187022	7	1	6	4D_SZ	China	saliva
RSZYD18078757	12	1	11	4D_SZ	China	saliva
RDPYD18089375	9	0	9	4D_SZ	China	tongue
YS000537	12	2	10	Yunnan	China	saliva
RSZYD18187862	17	2	15	4D_SZ	China	saliva
RDPYD18300272	17	1	16	4D_SZ	China	saliva
RSZYD18078537	18	2	16	4D_SZ	China	saliva
ERR589650	21	2	19	ZhangX_2015	China	dental
RSZYD18187051	3	0	3	4D_SZ	China	saliva
YS000029	17	2	15	Yunnan	China	saliva
RDPYD18189994	9	1	8	4D_SZ	China	saliva
RSZYD18078359	39	6	33	4D_SZ	China	saliva
RDPYD18088978	3	0	3	4D_SZ	China	saliva
RDPYD18300393	2	0	2	4D_SZ	China	saliva
SRS476116	2	0	2	IlanaB_2019	Fiji	saliva
RSZYD18078502	9	2	7	4D_SZ	China	saliva
ERR589699	18	1	17	ZhangX_2015	China	saliva
RSZYD18187763	18	3	15	4D_SZ	China	saliva
